"infinitive","count","perc"
"vaciar",6,0.00840595141360083
"proseguir",6,0.00840595141360083
"deparar",6,0.00840595141360083
"zarpar",6,0.00840595141360083
"intuir",6,0.00840595141360083
"anhelar",6,0.00840595141360083
"embarcar",6,0.00840595141360083
"disminuir",6,0.00840595141360083
"clasificar",6,0.00840595141360083
"verificar",6,0.00840595141360083
"instar",6,0.00840595141360083
"desafiar",6,0.00840595141360083
"convidar",6,0.00840595141360083
"circundar",6,0.00840595141360083
"arruinar",6,0.00840595141360083
"maravillar",6,0.00840595141360083
"reemplazar",6,0.00840595141360083
"diferir",6,0.00840595141360083
"rememorar",6,0.00840595141360083
"reinar",6,0.00840595141360083
"mear",6,0.00840595141360083
"tranladar",6,0.00840595141360083
"indagar",6,0.00840595141360083
"omitir",6,0.00840595141360083
"enumerar",6,0.00840595141360083
"equivaler",6,0.00840595141360083
"entrever",6,0.00840595141360083
"razonar",6,0.00840595141360083
"abolir",6,0.00840595141360083
"conjeturar",6,0.00840595141360083
"aludir",6,0.00840595141360083
"oído",6,0.00840595141360083
"librarse",6,0.00840595141360083
"recaer",6,0.00840595141360083
"arrollar",6,0.00840595141360083
"reírse",6,0.00840595141360083
"desconfiar",6,0.00840595141360083
"latir",6,0.00840595141360083
"disculpar",6,0.00840595141360083
"vacunar",6,0.00840595141360083
"cosechar",6,0.00840595141360083
"sangrar",6,0.00840595141360083
"desentrañar",5,0.00700495951133402
"sanar",5,0.00700495951133402
"contraer",5,0.00700495951133402
"colaborar",5,0.00700495951133402
"aplazar",5,0.00700495951133402
"forcejear",5,0.00700495951133402
"heredar",5,0.00700495951133402
"trazar",5,0.00700495951133402
"tantear",5,0.00700495951133402
"culminar",5,0.00700495951133402
"complicar",5,0.00700495951133402
"repasar",5,0.00700495951133402
"resignar",5,0.00700495951133402
"desconcertar",5,0.00700495951133402
"encerrarse",5,0.00700495951133402
"prosperar",5,0.00700495951133402
"aturdir",5,0.00700495951133402
"excitar",5,0.00700495951133402
"levantarse",5,0.00700495951133402
"desarmar",5,0.00700495951133402
"adoptar",5,0.00700495951133402
"incorporarse",5,0.00700495951133402
"sollozar",5,0.00700495951133402
"conquistar",5,0.00700495951133402
"hablarle",5,0.00700495951133402
"imprimir",5,0.00700495951133402
"asesinar",5,0.00700495951133402
"recomendar",5,0.00700495951133402
"apoderar",5,0.00700495951133402
"otorgar",5,0.00700495951133402
"batir",5,0.00700495951133402
"repicar",5,0.00700495951133402
"despuntar",5,0.00700495951133402
"disputar",5,0.00700495951133402
"internarse",5,0.00700495951133402
"humanizar",5,0.00700495951133402
"revolcar",5,0.00700495951133402
"prever",5,0.00700495951133402
"depositar",5,0.00700495951133402
"degenerar",5,0.00700495951133402
"llamarse",5,0.00700495951133402
"grabar",5,0.00700495951133402
"haberle",5,0.00700495951133402
"verle",5,0.00700495951133402
"mostrarle",5,0.00700495951133402
"consumir",5,0.00700495951133402
"vincular",5,0.00700495951133402
"ilustrar",5,0.00700495951133402
"preguntarse",5,0.00700495951133402
"desplazar",5,0.00700495951133402
"relacionar",5,0.00700495951133402
"presumir",5,0.00700495951133402
"picar",5,0.00700495951133402
"redactar",5,0.00700495951133402
"meterse",5,0.00700495951133402
"planchar",5,0.00700495951133402
"serlo",5,0.00700495951133402
"enfriar",5,0.00700495951133402
"arreciar",5,0.00700495951133402
"autorizar",5,0.00700495951133402
"inducir",5,0.00700495951133402
"empobrecer",5,0.00700495951133402
"investigar",5,0.00700495951133402
"renovar",5,0.00700495951133402
"entablar",5,0.00700495951133402
"gastar",5,0.00700495951133402
"improvisar",5,0.00700495951133402
"chapotear",5,0.00700495951133402
"dilatar",5,0.00700495951133402
"resoplar",5,0.00700495951133402
"realizar",5,0.00700495951133402
"matear",5,0.00700495951133402
"alojar",5,0.00700495951133402
"sólo",5,0.00700495951133402
"releer",5,0.00700495951133402
"postergar",5,0.00700495951133402
"atinar",5,0.00700495951133402
"solicitar",5,0.00700495951133402
"franquear",5,0.00700495951133402
"vociferar",5,0.00700495951133402
"crispar",5,0.00700495951133402
"serán",5,0.00700495951133402
"excluir",5,0.00700495951133402
"presuponer",5,0.00700495951133402
"exagerar",5,0.00700495951133402
"monsieur",5,0.00700495951133402
"situar",5,0.00700495951133402
"abominar",5,0.00700495951133402
"arriesgar",5,0.00700495951133402
"prescindir",5,0.00700495951133402
"deplorar",5,0.00700495951133402
"alentar",5,0.00700495951133402
"ejercitar",5,0.00700495951133402
"reflejar",5,0.00700495951133402
"traicionar",5,0.00700495951133402
"refutar",5,0.00700495951133402
"retener",5,0.00700495951133402
"danzar",5,0.00700495951133402
"aferrar",5,0.00700495951133402
"cómo",5,0.00700495951133402
"dormirse",5,0.00700495951133402
"volcar",5,0.00700495951133402
"saborear",5,0.00700495951133402
"gotear",5,0.00700495951133402
"empuñar",5,0.00700495951133402
"arremeter",5,0.00700495951133402
"alexander",5,0.00700495951133402
"paralizar",5,0.00700495951133402
"distribuir",5,0.00700495951133402
"tallar",5,0.00700495951133402
"izar",5,0.00700495951133402
"moler",5,0.00700495951133402
"castigar",5,0.00700495951133402
"desprenderse",5,0.00700495951133402
"canturrear",5,0.00700495951133402
"citar",5,0.00700495951133402
"recomenzar",5,0.00700495951133402
"decirle",5,0.00700495951133402
"rellenar",4,0.00560396760906722
"hinchar",4,0.00560396760906722
"sentarse",4,0.00560396760906722
"maldecir",4,0.00560396760906722
"destazar",4,0.00560396760906722
"consumar",4,0.00560396760906722
"exterminar",4,0.00560396760906722
"cegar",4,0.00560396760906722
"raspar",4,0.00560396760906722
"compensar",4,0.00560396760906722
"rogar",4,0.00560396760906722
"encomendar",4,0.00560396760906722
"desatender",4,0.00560396760906722
"administrar",4,0.00560396760906722
"esfumar",4,0.00560396760906722
"implantar",4,0.00560396760906722
"cultivar",4,0.00560396760906722
"añadir",4,0.00560396760906722
"decirse",4,0.00560396760906722
"restar",4,0.00560396760906722
"destripar",4,0.00560396760906722
"forzar",4,0.00560396760906722
"desnudar",4,0.00560396760906722
"vegetar",4,0.00560396760906722
"comportar",4,0.00560396760906722
"renacer",4,0.00560396760906722
"impacientar",4,0.00560396760906722
"asediar",4,0.00560396760906722
"lanzarse",4,0.00560396760906722
"declinar",4,0.00560396760906722
"enloquecer",4,0.00560396760906722
"naufragar",4,0.00560396760906722
"haberlos",4,0.00560396760906722
"desvanecer",4,0.00560396760906722
"verme",4,0.00560396760906722
"atropellar",4,0.00560396760906722
"esclarecer",4,0.00560396760906722
"reposar",4,0.00560396760906722
"apaciguar",4,0.00560396760906722
"movilizar",4,0.00560396760906722
"apelar",4,0.00560396760906722
"persuadir",4,0.00560396760906722
"encontrarlo",4,0.00560396760906722
"descartar",4,0.00560396760906722
"asemejar",4,0.00560396760906722
"destapar",4,0.00560396760906722
"escupir",4,0.00560396760906722
"rematar",4,0.00560396760906722
"excavar",4,0.00560396760906722
"arrasar",4,0.00560396760906722
"valerse",4,0.00560396760906722
"rebasar",4,0.00560396760906722
"facilitar",4,0.00560396760906722
"revolotear",4,0.00560396760906722
"derramar",4,0.00560396760906722
"afectar",4,0.00560396760906722
"llevarse",4,0.00560396760906722
"conjurar",4,0.00560396760906722
"burlarse",4,0.00560396760906722
"desplegar",4,0.00560396760906722
"revólver",4,0.00560396760906722
"hilvanar",4,0.00560396760906722
"masticar",4,0.00560396760906722
"competir",4,0.00560396760906722
"escamotear",4,0.00560396760906722
"decorar",4,0.00560396760906722
"desayunar",4,0.00560396760906722
"infectar",4,0.00560396760906722
"consagrar",4,0.00560396760906722
"fracasar",4,0.00560396760906722
"repudiar",4,0.00560396760906722
"repugnar",4,0.00560396760906722
"desembarcar",4,0.00560396760906722
"haciéndose",4,0.00560396760906722
"inhalar",4,0.00560396760906722
"disecar",4,0.00560396760906722
"descolgar",4,0.00560396760906722
"flaquear",4,0.00560396760906722
"simular",4,0.00560396760906722
"hacerlos",4,0.00560396760906722
"recortar",4,0.00560396760906722
"abalanzar",4,0.00560396760906722
"acoger",4,0.00560396760906722
"bufar",4,0.00560396760906722
"difícil",4,0.00560396760906722
"ahondar",4,0.00560396760906722
"habíamos",4,0.00560396760906722
"topar",4,0.00560396760906722
"afrontar",4,0.00560396760906722
"pernoctar",4,0.00560396760906722
"efectuar",4,0.00560396760906722
"palpitar",4,0.00560396760906722
"estrechar",4,0.00560396760906722
"atajar",4,0.00560396760906722
"tar",4,0.00560396760906722
"tiritar",4,0.00560396760906722
"contratar",4,0.00560396760906722
"rectangular",4,0.00560396760906722
"acontecer",4,0.00560396760906722
"articular",4,0.00560396760906722
"acometer",4,0.00560396760906722
"invocar",4,0.00560396760906722
"computar",4,0.00560396760906722
"meditar",4,0.00560396760906722
"acatar",4,0.00560396760906722
"coleccionar",4,0.00560396760906722
"prefigurar",4,0.00560396760906722
"barajar",4,0.00560396760906722
"delirar",4,0.00560396760906722
"postular",4,0.00560396760906722
"salvarse",4,0.00560396760906722
"desempeñar",4,0.00560396760906722
"convivir",4,0.00560396760906722
"telefonear",4,0.00560396760906722
"entreabrir",4,0.00560396760906722
"habría",4,0.00560396760906722
"narrar",4,0.00560396760906722
"entibiar",4,0.00560396760906722
"jadear",4,0.00560396760906722
"amontonar",4,0.00560396760906722
"quebrar",4,0.00560396760906722
"desandar",4,0.00560396760906722
"enamorar",4,0.00560396760906722
"rajar",4,0.00560396760906722
"colar",4,0.00560396760906722
"fajar",4,0.00560396760906722
"tironear",4,0.00560396760906722
"reconocerse",4,0.00560396760906722
"equivocar",4,0.00560396760906722
"servía",4,0.00560396760906722
"rascar",4,0.00560396760906722
"escarbar",4,0.00560396760906722
"desmayar",4,0.00560396760906722
"refrescar",4,0.00560396760906722
"filmar",4,0.00560396760906722
"reconocerlo",4,0.00560396760906722
"difundir",4,0.00560396760906722
"echarse",4,0.00560396760906722
"turnar",4,0.00560396760906722
"contarle",4,0.00560396760906722
"emanar",4,0.00560396760906722
"oscilar",4,0.00560396760906722
"hurgar",4,0.00560396760906722
"inscribir",4,0.00560396760906722
"fascinar",4,0.00560396760906722
"molestarse",4,0.00560396760906722
"decirlo",4,0.00560396760906722
"sobresalir",4,0.00560396760906722
"rumiar",4,0.00560396760906722
"water",4,0.00560396760906722
"embocar",4,0.00560396760906722
"salirse",4,0.00560396760906722
"lever",4,0.00560396760906722
"pregonar",3,0.00420297570680041
"exponer",3,0.00420297570680041
"inculcar",3,0.00420297570680041
"cuadrar",3,0.00420297570680041
"desmontar",3,0.00420297570680041
"remendar",3,0.00420297570680041
"costillar",3,0.00420297570680041
"trasladar",3,0.00420297570680041
"secundar",3,0.00420297570680041
"rehusar",3,0.00420297570680041
"repercutir",3,0.00420297570680041
"alborotar",3,0.00420297570680041
"desorientar",3,0.00420297570680041
"desobedecer",3,0.00420297570680041
"anticipar",3,0.00420297570680041
"mandarle",3,0.00420297570680041
"untar",3,0.00420297570680041
"derrotar",3,0.00420297570680041
"procurarse",3,0.00420297570680041
"hundirse",3,0.00420297570680041
"repetirse",3,0.00420297570680041
"empolvar",3,0.00420297570680041
"acercarse",3,0.00420297570680041
"desvestir",3,0.00420297570680041
"plasmar",3,0.00420297570680041
"largarse",3,0.00420297570680041
"abochornar",3,0.00420297570680041
"garantizar",3,0.00420297570680041
"convocar",3,0.00420297570680041
"pulir",3,0.00420297570680041
"torturar",3,0.00420297570680041
"saturar",3,0.00420297570680041
"desahogar",3,0.00420297570680041
"enrojecer",3,0.00420297570680041
"agradar",3,0.00420297570680041
"aislar",3,0.00420297570680041
"sepultar",3,0.00420297570680041
"reprender",3,0.00420297570680041
"conectar",3,0.00420297570680041
"tumbar",3,0.00420297570680041
"vestirse",3,0.00420297570680041
"cristianizar",3,0.00420297570680041
"inaugurar",3,0.00420297570680041
"aparentar",3,0.00420297570680041
"atascar",3,0.00420297570680041
"desfallecer",3,0.00420297570680041
"reforzar",3,0.00420297570680041
"extinguir",3,0.00420297570680041
"entretener",3,0.00420297570680041
"trepidar",3,0.00420297570680041
"ahorcar",3,0.00420297570680041
"simpatizar",3,0.00420297570680041
"votar",3,0.00420297570680041
"tramar",3,0.00420297570680041
"llevarlo",3,0.00420297570680041
"entristecer",3,0.00420297570680041
"pulgar",3,0.00420297570680041
"delegar",3,0.00420297570680041
"acreditar",3,0.00420297570680041
"reclutar",3,0.00420297570680041
"encarcelar",3,0.00420297570680041
"evadir",3,0.00420297570680041
"irradiar",3,0.00420297570680041
"bromear",3,0.00420297570680041
"avistar",3,0.00420297570680041
"manchar",3,0.00420297570680041
"defraudar",3,0.00420297570680041
"conciliar",3,0.00420297570680041
"concertar",3,0.00420297570680041
"seleccionar",3,0.00420297570680041
"desertar",3,0.00420297570680041
"reiniciar",3,0.00420297570680041
"aniquilar",3,0.00420297570680041
"parpadear",3,0.00420297570680041
"billar",3,0.00420297570680041
"capturar",3,0.00420297570680041
"materializar",3,0.00420297570680041
"hospedar",3,0.00420297570680041
"desmigajar",3,0.00420297570680041
"disuadir",3,0.00420297570680041
"auscultar",3,0.00420297570680041
"florecer",3,0.00420297570680041
"soldar",3,0.00420297570680041
"explicarse",3,0.00420297570680041
"ensopar",3,0.00420297570680041
"disfrazar",3,0.00420297570680041
"recalcar",3,0.00420297570680041
"enganchar",3,0.00420297570680041
"contaminar",3,0.00420297570680041
"estimular",3,0.00420297570680041
"saciar",3,0.00420297570680041
"desembarazar",3,0.00420297570680041
"manar",3,0.00420297570680041
"fastidiar",3,0.00420297570680041
"ensartar",3,0.00420297570680041
"menear",3,0.00420297570680041
"evolucionar",3,0.00420297570680041
"emborrachar",3,0.00420297570680041
"dormitar",3,0.00420297570680041
"purificar",3,0.00420297570680041
"retardar",3,0.00420297570680041
"alertar",3,0.00420297570680041
"halagar",3,0.00420297570680041
"abrasar",3,0.00420297570680041
"chocar",3,0.00420297570680041
"reverberar",3,0.00420297570680041
"facultar",3,0.00420297570680041
"amasar",3,0.00420297570680041
"abrirse",3,0.00420297570680041
"estrenar",3,0.00420297570680041
"aprestar",3,0.00420297570680041
"ablandar",3,0.00420297570680041
"contradecir",3,0.00420297570680041
"estrangular",3,0.00420297570680041
"cristalizar",3,0.00420297570680041
"zambullir",3,0.00420297570680041
"pecar",3,0.00420297570680041
"resucitar",3,0.00420297570680041
"regar",3,0.00420297570680041
"despachar",3,0.00420297570680041
"colmar",3,0.00420297570680041
"lunar",3,0.00420297570680041
"inmovilizar",3,0.00420297570680041
"aterrar",3,0.00420297570680041
"cursar",3,0.00420297570680041
"donar",3,0.00420297570680041
"objetivar",3,0.00420297570680041
"retumbar",3,0.00420297570680041
"aprontar",3,0.00420297570680041
"agasajar",3,0.00420297570680041
"trenzar",3,0.00420297570680041
"pechar",3,0.00420297570680041
"desagradar",3,0.00420297570680041
"bordear",3,0.00420297570680041
"arguir",3,0.00420297570680041
"valorar",3,0.00420297570680041
"frenar",3,0.00420297570680041
"extasiar",3,0.00420297570680041
"avenir",3,0.00420297570680041
"dividir",3,0.00420297570680041
"pelar",3,0.00420297570680041
"atracar",3,0.00420297570680041
"invertir",3,0.00420297570680041
"tentar",3,0.00420297570680041
"custodiar",3,0.00420297570680041
"azotar",3,0.00420297570680041
"provenir",3,0.00420297570680041
"prendar",3,0.00420297570680041
"glorificar",3,0.00420297570680041
"adornar",3,0.00420297570680041
"encajar",3,0.00420297570680041
"rivalizar",3,0.00420297570680041
"plegar",3,0.00420297570680041
"acrecentar",3,0.00420297570680041
"converger",3,0.00420297570680041
"apasionar",3,0.00420297570680041
"virar",3,0.00420297570680041
"bullir",3,0.00420297570680041
"titilar",3,0.00420297570680041
"ahorrar",3,0.00420297570680041
"referirse",3,0.00420297570680041
"insultar",3,0.00420297570680041
"seré",3,0.00420297570680041
"subordinar",3,0.00420297570680041
"entenderse",3,0.00420297570680041
"argumentar",3,0.00420297570680041
"corroborar",3,0.00420297570680041
"avatar",3,0.00420297570680041
"perfeccionar",3,0.00420297570680041
"ralear",3,0.00420297570680041
"inferir",3,0.00420297570680041
"conjugar",3,0.00420297570680041
"hojear",3,0.00420297570680041
"rehacer",3,0.00420297570680041
"exceder",3,0.00420297570680041
"pareció",3,0.00420297570680041
"usurpar",3,0.00420297570680041
"edificar",3,0.00420297570680041
"copiar",3,0.00420297570680041
"triunfar",3,0.00420297570680041
"profetizar",3,0.00420297570680041
"presidir",3,0.00420297570680041
"redimir",3,0.00420297570680041
"alargar",3,0.00420297570680041
"ladrar",3,0.00420297570680041
"distraerse",3,0.00420297570680041
"imaginarse",3,0.00420297570680041
"está",3,0.00420297570680041
"deformar",3,0.00420297570680041
"reconciliar",3,0.00420297570680041
"taponar",3,0.00420297570680041
"cavar",3,0.00420297570680041
"contagiar",3,0.00420297570680041
"achicar",3,0.00420297570680041
"incidir",3,0.00420297570680041
"tornar",3,0.00420297570680041
"intercalar",3,0.00420297570680041
"revolear",3,0.00420297570680041
"obsesionar",3,0.00420297570680041
"quedarse",3,0.00420297570680041
"rebotar",3,0.00420297570680041
"rociar",3,0.00420297570680041
"peligrar",3,0.00420297570680041
"calculó",3,0.00420297570680041
"esquivar",3,0.00420297570680041
"mimar",3,0.00420297570680041
"ámbar",3,0.00420297570680041
"resultó",3,0.00420297570680041
"raptar",3,0.00420297570680041
"tapir",3,0.00420297570680041
"opinar",3,0.00420297570680041
"defenderse",3,0.00420297570680041
"ubicar",3,0.00420297570680041
"erguir",3,0.00420297570680041
"salmodiar",3,0.00420297570680041
"yacer",3,0.00420297570680041
"matarlo",3,0.00420297570680041
"calzar",3,0.00420297570680041
"más",3,0.00420297570680041
"hartar",3,0.00420297570680041
"lavarse",3,0.00420297570680041
"crepitar",3,0.00420297570680041
"osar",3,0.00420297570680041
"cacarear",3,0.00420297570680041
"atentar",3,0.00420297570680041
"desesperar",3,0.00420297570680041
"lloviznar",3,0.00420297570680041
"adelgazar",3,0.00420297570680041
"resolverse",3,0.00420297570680041
"desplumar",3,0.00420297570680041
"dialogar",3,0.00420297570680041
"allá",3,0.00420297570680041
"masturbar",3,0.00420297570680041
"aconsejó",3,0.00420297570680041
"demandar",3,0.00420297570680041
"vos",3,0.00420297570680041
"jorobar",3,0.00420297570680041
"tutear",3,0.00420297570680041
"abrigar",3,0.00420297570680041
"proferir",3,0.00420297570680041
"debutar",3,0.00420297570680041
"falsear",3,0.00420297570680041
"volverse",3,0.00420297570680041
"denominar",3,0.00420297570680041
"montaraz",2,0.00280198380453361
"crujir",2,0.00280198380453361
"empedrar",2,0.00280198380453361
"amedrentar",2,0.00280198380453361
"predisponer",2,0.00280198380453361
"engendrar",2,0.00280198380453361
"olfatear",2,0.00280198380453361
"desmantelar",2,0.00280198380453361
"degollar",2,0.00280198380453361
"desfigurar",2,0.00280198380453361
"fabricarse",2,0.00280198380453361
"perseverar",2,0.00280198380453361
"vulnerar",2,0.00280198380453361
"apretujar",2,0.00280198380453361
"implicar",2,0.00280198380453361
"desarrollar",2,0.00280198380453361
"amamantar",2,0.00280198380453361
"manipular",2,0.00280198380453361
"servirle",2,0.00280198380453361
"adjuntar",2,0.00280198380453361
"trasponer",2,0.00280198380453361
"surtir",2,0.00280198380453361
"propagar",2,0.00280198380453361
"laminar",2,0.00280198380453361
"memorizar",2,0.00280198380453361
"popularizar",2,0.00280198380453361
"ansiar",2,0.00280198380453361
"profundizar",2,0.00280198380453361
"pugnar",2,0.00280198380453361
"endulzar",2,0.00280198380453361
"afinar",2,0.00280198380453361
"intimidar",2,0.00280198380453361
"igualar",2,0.00280198380453361
"adiestrar",2,0.00280198380453361
"languidecer",2,0.00280198380453361
"recordarle",2,0.00280198380453361
"serás",2,0.00280198380453361
"remover",2,0.00280198380453361
"perforar",2,0.00280198380453361
"concentrarse",2,0.00280198380453361
"adaptar",2,0.00280198380453361
"oficiar",2,0.00280198380453361
"legalizar",2,0.00280198380453361
"predicar",2,0.00280198380453361
"honrar",2,0.00280198380453361
"llenarse",2,0.00280198380453361
"inmutarse",2,0.00280198380453361
"encoger",2,0.00280198380453361
"comunicarse",2,0.00280198380453361
"quebrantar",2,0.00280198380453361
"inspeccionar",2,0.00280198380453361
"desenvolver",2,0.00280198380453361
"culpar",2,0.00280198380453361
"endurecer",2,0.00280198380453361
"apostar",2,0.00280198380453361
"marchitar",2,0.00280198380453361
"excusar",2,0.00280198380453361
"enjugar",2,0.00280198380453361
"adormecer",2,0.00280198380453361
"despojar",2,0.00280198380453361
"sellar",2,0.00280198380453361
"horrorizar",2,0.00280198380453361
"imperar",2,0.00280198380453361
"transitar",2,0.00280198380453361
"recluir",2,0.00280198380453361
"descalificar",2,0.00280198380453361
"concebirse",2,0.00280198380453361
"sobreponer",2,0.00280198380453361
"desalojar",2,0.00280198380453361
"divisar",2,0.00280198380453361
"arrepentirse",2,0.00280198380453361
"fluir",2,0.00280198380453361
"replegar",2,0.00280198380453361
"descomponerse",2,0.00280198380453361
"rectificar",2,0.00280198380453361
"reflexionar",2,0.00280198380453361
"idealizar",2,0.00280198380453361
"deponer",2,0.00280198380453361
"medrar",2,0.00280198380453361
"dorar",2,0.00280198380453361
"diseminar",2,0.00280198380453361
"cambiarse",2,0.00280198380453361
"pulverizar",2,0.00280198380453361
"traspasar",2,0.00280198380453361
"unificar",2,0.00280198380453361
"rayar",2,0.00280198380453361
"mortificar",2,0.00280198380453361
"aclamar",2,0.00280198380453361
"estampar",2,0.00280198380453361
"almíbar",2,0.00280198380453361
"desordenar",2,0.00280198380453361
"menospreciar",2,0.00280198380453361
"saquear",2,0.00280198380453361
"rifar",2,0.00280198380453361
"empapelar",2,0.00280198380453361
"abarrotar",2,0.00280198380453361
"emparejar",2,0.00280198380453361
"interponer",2,0.00280198380453361
"desgastar",2,0.00280198380453361
"ajuar",2,0.00280198380453361
"desangrar",2,0.00280198380453361
"cancelar",2,0.00280198380453361
"anidar",2,0.00280198380453361
"jabonar",2,0.00280198380453361
"apuntalar",2,0.00280198380453361
"despabilar",2,0.00280198380453361
"embarrar",2,0.00280198380453361
"batallar",2,0.00280198380453361
"agredir",2,0.00280198380453361
"agonizar",2,0.00280198380453361
"ciar",2,0.00280198380453361
"decapitar",2,0.00280198380453361
"codiciar",2,0.00280198380453361
"restituir",2,0.00280198380453361
"pronosticar",2,0.00280198380453361
"frustrar",2,0.00280198380453361
"desvariar",2,0.00280198380453361
"despotricar",2,0.00280198380453361
"seducir",2,0.00280198380453361
"sustentar",2,0.00280198380453361
"inundar",2,0.00280198380453361
"contrariar",2,0.00280198380453361
"desenfundar",2,0.00280198380453361
"pinchar",2,0.00280198380453361
"oscurecer",2,0.00280198380453361
"canotier",2,0.00280198380453361
"frecuentar",2,0.00280198380453361
"helar",2,0.00280198380453361
"interceder",2,0.00280198380453361
"sublevar",2,0.00280198380453361
"acaballar",2,0.00280198380453361
"arropar",2,0.00280198380453361
"evacuar",2,0.00280198380453361
"chapalear",2,0.00280198380453361
"holgar",2,0.00280198380453361
"instruir",2,0.00280198380453361
"remorder",2,0.00280198380453361
"resanar",2,0.00280198380453361
"albergar",2,0.00280198380453361
"petrificar",2,0.00280198380453361
"ahuyentar",2,0.00280198380453361
"malgastar",2,0.00280198380453361
"contentar",2,0.00280198380453361
"modelar",2,0.00280198380453361
"barrer",2,0.00280198380453361
"asociar",2,0.00280198380453361
"berrear",2,0.00280198380453361
"triturar",2,0.00280198380453361
"aletargar",2,0.00280198380453361
"exprimir",2,0.00280198380453361
"ametrallar",2,0.00280198380453361
"remojar",2,0.00280198380453361
"traspapelar",2,0.00280198380453361
"clavetear",2,0.00280198380453361
"almacenar",2,0.00280198380453361
"desenredar",2,0.00280198380453361
"remitir",2,0.00280198380453361
"intimar",2,0.00280198380453361
"progresar",2,0.00280198380453361
"remediar",2,0.00280198380453361
"editar",2,0.00280198380453361
"zafar",2,0.00280198380453361
"oprimir",2,0.00280198380453361
"reconciliarse",2,0.00280198380453361
"fruncir",2,0.00280198380453361
"altamar",2,0.00280198380453361
"rasgar",2,0.00280198380453361
"suavizar",2,0.00280198380453361
"lamer",2,0.00280198380453361
"acorralar",2,0.00280198380453361
"derrumbarse",2,0.00280198380453361
"radicar",2,0.00280198380453361
"coexistir",2,0.00280198380453361
"hazañas",2,0.00280198380453361
"acondi",2,0.00280198380453361
"acondicionar",2,0.00280198380453361
"lar",2,0.00280198380453361
"inhibir",2,0.00280198380453361
"minar",2,0.00280198380453361
"profesar",2,0.00280198380453361
"librar",2,0.00280198380453361
"aprisionar",2,0.00280198380453361
"cicatrizar",2,0.00280198380453361
"retocar",2,0.00280198380453361
"variar",2,0.00280198380453361
"calar",2,0.00280198380453361
"arañar",2,0.00280198380453361
"escurrir",2,0.00280198380453361
"turbar",2,0.00280198380453361
"otear",2,0.00280198380453361
"ar",2,0.00280198380453361
"erigir",2,0.00280198380453361
"guarecer",2,0.00280198380453361
"presionar",2,0.00280198380453361
"seguirá",2,0.00280198380453361
"mí",2,0.00280198380453361
"peregrinar",2,0.00280198380453361
"atrás",2,0.00280198380453361
"esgrimir",2,0.00280198380453361
"aquejar",2,0.00280198380453361
"hollar",2,0.00280198380453361
"según",2,0.00280198380453361
"herir",2,0.00280198380453361
"promediar",2,0.00280198380453361
"expandir",2,0.00280198380453361
"eternizar",2,0.00280198380453361
"encarnarse",2,0.00280198380453361
"emigrar",2,0.00280198380453361
"agrupar",2,0.00280198380453361
"mitigar",2,0.00280198380453361
"propiciar",2,0.00280198380453361
"propender",2,0.00280198380453361
"calculamos",2,0.00280198380453361
"aparar",2,0.00280198380453361
"identificarse",2,0.00280198380453361
"destilar",2,0.00280198380453361
"desarrollarse",2,0.00280198380453361
"acosar",2,0.00280198380453361
"resul",2,0.00280198380453361
"ayunar",2,0.00280198380453361
"simbolizar",2,0.00280198380453361
"concordar",2,0.00280198380453361
"zampar",2,0.00280198380453361
"despedirse",2,0.00280198380453361
"desmentir",2,0.00280198380453361
"inter",2,0.00280198380453361
"asentir",2,0.00280198380453361
"idear",2,0.00280198380453361
"decaer",2,0.00280198380453361
"duplicar",2,0.00280198380453361
"descreer",2,0.00280198380453361
"favorecer",2,0.00280198380453361
"conspirar",2,0.00280198380453361
"empañar",2,0.00280198380453361
"esbozar",2,0.00280198380453361
"conferir",2,0.00280198380453361
"decretar",2,0.00280198380453361
"equipar",2,0.00280198380453361
"abismar",2,0.00280198380453361
"promulgar",2,0.00280198380453361
"remedar",2,0.00280198380453361
"resolví",2,0.00280198380453361
"oírse",2,0.00280198380453361
"confluir",2,0.00280198380453361
"distar",2,0.00280198380453361
"sueño",2,0.00280198380453361
"propalar",2,0.00280198380453361
"ponderar",2,0.00280198380453361
"dramatizar",2,0.00280198380453361
"entorpecer",2,0.00280198380453361
"tomarlo",2,0.00280198380453361
"invalidar",2,0.00280198380453361
"concurrir",2,0.00280198380453361
"sacarse",2,0.00280198380453361
"descuidar",2,0.00280198380453361
"morar",2,0.00280198380453361
"agrandar",2,0.00280198380453361
"perderse",2,0.00280198380453361
"importunar",2,0.00280198380453361
"resignarse",2,0.00280198380453361
"desdeñar",2,0.00280198380453361
"chistar",2,0.00280198380453361
"configurar",2,0.00280198380453361
"discurrir",2,0.00280198380453361
"desgarrar",2,0.00280198380453361
"adherir",2,0.00280198380453361
"enchufar",2,0.00280198380453361
"habrían",2,0.00280198380453361
"retar",2,0.00280198380453361
"verla",2,0.00280198380453361
"macanear",2,0.00280198380453361
"chicotear",2,0.00280198380453361
"encubrir",2,0.00280198380453361
"gruñir",2,0.00280198380453361
"ovacionar",2,0.00280198380453361
"darme",2,0.00280198380453361
"restallar",2,0.00280198380453361
"retornar",2,0.00280198380453361
"despegar",2,0.00280198380453361
"zumbar",2,0.00280198380453361
"arrancarse",2,0.00280198380453361
"bulevar",2,0.00280198380453361
"recomponer",2,0.00280198380453361
"apilar",2,0.00280198380453361
"balbucear",2,0.00280198380453361
"serle",2,0.00280198380453361
